nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning
1101701,824259,11017,Millstone,Single Dutch Rye 100,599.000,,700,855.71,2014-06-02,,"Whisky, Malt",Flaska,,,Nederlanderna,Zuidam Distillers BV,Clydesdale AB,,,50%,FS,0,0,
1102001,756330,11020,Amager Modern IPA,,35.500,,500,71,2013-09-02,,"ol, Ale",Flaska,,,Danmark,Amager Bryghus,Elixir HB,,,6%,BS,0,0,
1103003,828183,11030,Drie Fonteinen Golden Doesjel,,89.900,,375,239.73,2014-05-02,,"ol, Specialol",Flaska,,,Belgien,Drie Fonteinen,Brill & Co AB,2012,,6%,TSE,0,0,"Kornmalt, vete och humle."
1104303,721432,11043,Omnipollo Nebuchadnezzar,,39.900,,330,120.91,2013-02-01,,"ol, Ale",Flaska,,,Internationellt marke,Omnipollo,Brill & Co AB,,,8.5%,TSE,0,0,Kornmalt och humle.
1105301,828466,11053,Boulevard Smokestack Series,Terra Incognito,159.000,,750,212,2014-04-01,,"ol, Ale",Flaska,,,USA,Boulevard Brewing Co,Cask Sweden AB,,,8.5%,TSE,0,0,
1105503,828401,11055,La Luna Rossa,Birrificio del Ducato,73.900,,330,223.94,2014-04-01,,"ol, Specialol",Flaska,,,Italien,Birrificio del Ducato,Original Brands STHLM HB,2011,2011,8%,TSE,0,0,"Malt, humle och korsbar."
1105703,723902,11057,Stronzo,Swagger Juze,46.900,,330,142.12,2013-03-01,,"ol, Porter och Stout",Flaska,,,Danmark,Stronzo Brewing Co,Elixir HB,,,8%,TSE,0,0,"Korn-, rag- och vetemalt, humle samt espressokaffe."
1106501,725032,11065,Peak Organic,Weiss Principal,72.300,,650,111.23,2013-08-01,,"ol, Veteol",Flaska,,,USA,Peak Organic Brewing Co,World Beer Trading KB,,,8.6%,TSE,1,0,
11102,778883,111,Dufvenkrooks,Svensk Akvavit,150.000,,350,428.57,2013-12-02,,Kryddad sprit,Flaska,,,Sverige,Providential Wines & Spirits AB,Providential Wines & Spirits AB,,,38%,TSS,0,0,
1111901,824776,11119,Glen Scotia,14 Years Peated,482.000,,700,688.57,2014-06-02,,"Whisky, Malt",Flaska,Naturkork,"Skottland, Campbeltown",Storbritannien,Loch Lomond Group,Stellan Kramer AB,,,50%,FS,0,0,Kornmalt.
1112202,824817,11122,Loch Lomond,14 Years Peated,220.000,,350,628.57,2014-06-02,,"Whisky, Malt",Flaska,Naturkork,"Skottland, Highlands",Storbritannien,Loch Lomond Group,Stellan Kramer AB,,,46%,FS,0,0,Kornmalt.
1114402,765467,11144,Dalla Cia,Pinot Noir Chardonnay,352.000,,500,704,2013-09-02,,ovrig sprit,Flaska,Naturkork,,Sydafrika,Dalla Cia,janake wine group AB,,,43%,TSE,0,0,
1120003,874768,11200,Cuvée d'Oscar,Brasserie Craig Allan,36.700,,375,97.87,2014-11-07,,"ol, Ale",Flaska,,,Belgien,Brasserie Craig Allan,Fondberg,,,7.5%,TSE,0,0,Korn- och vetemalt samt humle av sorten nelson sauvin.
1120101,874043,11201,Baladin Zucca,Birrificio Baladin,89.000,,750,118.67,2014-10-17,,"ol, Specialol",Flaska,,,Italien,Birrificio Baladin,Enjoy Wine & Spirits AB,,,7%,TSE,0,0,"Kornmalt, humle och pumpa."
11202,192,112,Calvados des Capucins,Fine,199.000,,500,398,1993-11-29,,Calvados,Flaska,,"Normandie, Calvados",Frankrike,C S R,Bibendum,,,40%,FS,0,0,applen
1120203,879728,11202,Stolen Fruit,Omnipollo,33.900,,330,102.73,2014-10-03,,"ol, Veteol",Flaska,,,Internationellt marke,Omnipollo,Brill & Co AB,,,4.5%,TSE,0,0,"Kornmalt, vete, humle, grapefrukt och lime."
1120503,302878,11205,Gosser,,12.400,,330,37.58,2008-04-01,,"ol, Ljus lager",Flaska,,,osterrike,Brau Union osterreich,GL Brands AB,,,5.2%,FS,0,0,Kornmalt och humle.
1120601,877832,11206,Nikka Coffey Grain,The Nikka Whisky Distilling Co,599.000,,700,855.71,2014-11-07,,"Whisky, Grain",Flaska,,,Japan,The Nikka Whisky Distilling Co,Symposion International AB,,,45%,TSE,0,0,
1120801,12343,11208,Erdinger,Weissbier Hefe,21.900,,500,43.8,1997-02-03,,"ol, Veteol",Flaska,,,Tyskland,Erdinger,Carlsberg Sverige AB,,,5.3%,FS,0,0,Vete- och kornmalt; humle fran Bayern; overjast
1120901,844341,11209,Mariestads Oktoberol,,18.500,.900,500,37,2014-09-01,,"ol, Mork lager",Flaska,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,5.8%,TSS,0,0,
1121001,844243,11210,Lowenbrau Oktoberfestbier,,20.600,,500,41.2,2014-09-01,,"ol, Ljus lager",Flaska,,,Tyskland,Anheuser-Busch InBev,Carlsberg Sverige AB,,,6.1%,TSS,0,0,
1121203,844521,11212,Festbier,,20.900,,355,58.87,2014-09-01,,"ol, Ljus lager",Flaska,,,USA,Victory Brewing Company,Great Brands AB,,,5.6%,TSS,0,0,
1121301,851599,11213,Chocolate Oak Aged Yeti,,96.400,,650,148.31,2014-09-05,,"ol, Porter och Stout",Flaska,,,USA,Great Divide Brewing Co,Great Brands AB,,,9.5%,TSE,0,0,
1121401,844295,11214,St Georgenbrau Festbier,,22.500,,500,45,2014-09-01,,"ol, Ljus lager",Flaska,,,Tyskland,St Georgenbrau Kramer GmhB,Stragas-Gruppen AB,,,5.6%,TSS,0,0,
1121501,886505,11215,Smuttonator,Smuttynose Brewing CO.,79.700,,650,122.62,2014-12-05,,"ol, Mork lager",Flaska,,,USA,Smuttynose Brewing CO.,Great Brands AB,,,9.8%,TSE,0,0,
1121601,879790,11216,Cluster's Last Stand,Smuttynose Brewing CO.,98.300,,650,151.23,2014-12-05,,"ol, Ale",Flaska,,,USA,Smuttynose Brewing CO.,Great Brands AB,,,8.8%,TSE,0,0,Kornmalt och humle.
1121701,875099,11217,Del Maguey,Santa Catarina Minas Minero,949.000,,700,1355.71,2014-10-17,,Tequila och Mezcal,Flaska,,,Mexiko,La Maison Du Whisky,Symposion International AB,,,49%,TSE,0,0,
1121801,851590,11218,Class of 88,Barleywine,99.900,,750,133.2,2014-09-05,,"ol, Ale",Flaska,,,USA,North Coast Brewing Company,Great Brands AB,,,10%,TSE,0,0,
1121901,878199,11219,The Macallan Ruby,The Edrington Group,1499.000,,700,2141.43,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Highlands",Storbritannien,The Edrington Group,Edrington Sweden AB,,,43%,TSE,0,0,
1122001,886549,11220,Port Brewing,Santa's Little Helper,89.900,,650,138.31,2014-12-05,,"ol, Porter och Stout",Flaska,,,USA,Port Brewing,Galatea Spirits AB,,,10.5%,TSE,0,0,Kornmalt och humle.
1122101,879767,11221,Tulsa Twister Farmhouse Saison,Amager Bryghus,50.900,,500,101.8,2014-11-07,,"ol, Ale",Flaska,,,Danmark,Amager Bryghus,Elixir HB,,,7.5%,TSE,0,0,Pilsnermalt och humlesorten simcoe.
1122201,875089,11222,Del Maguey Mezcal Vida,,549.000,,700,784.29,2014-10-17,,Tequila och Mezcal,Flaska,,,Mexiko,La Maison Du Whisky,Symposion International AB,,,42%,TSE,0,0,
1122303,858475,11223,Sierra Nevada Hoptimum,Whole-Cone Imperial IPA,41.900,,355,118.03,2014-10-17,,"ol, Ale",Flaska,,,USA,Sierra Nevada Brewing,AB Wicked Wine Sweden,,,10.4%,TSE,0,0,Kornmalt och humle.
1122401,873914,11224,Norwegian Wood,Haandbryggeriet,42.900,,500,85.8,2014-11-21,,"ol, Ale",Flaska,,,Norge,Haandbryggeriet,Amka Vinimport AB,,,6.5%,TSE,0,0,"Kornmalt, vetemalt och humle."
1122501,875186,11225,anCnoc Cutter,,499.000,,700,712.86,2014-11-21,,"Whisky, Malt",Flaska,Naturkork,"Skottland, Highlands, Speyside",Storbritannien,Inver House Distillers,Berntson Brands AB,,,46%,TSE,0,0,Kornamlt.
1122603,889470,11226,To Øl LikeWeisse,,32.900,,330,99.7,2014-10-03,,"ol, Veteol",Flaska,,,Internationellt marke,To Øl,Brill & Co AB,,,3.8%,TSE,0,0,"Korn-, vetemalt och humle."
1122703,879754,11227,Ola Dubh 21,,63.900,,330,193.64,2014-10-03,,"ol, Ale",Flaska,,,Storbritannien,Harviestoun Brewery,Great Brands AB,,,8%,TSE,0,0,
1122812,508176,11228,Three Hearts,Extra Strong,14.900,1.000,500,29.8,2011-12-15,,"ol, Ljus lager",Burk,,"Hallands lan, Halmstads kommun",Sverige,Kronleins,Kronleins,,,7.5%,FS,0,0,Kornmalt och humle.
1122901,844455,11229,Kissmeyer Smokey Oktober,,34.900,,500,69.8,2014-09-01,,"ol, Ljus lager",Flaska,,,Danmark,Kissmeyer Beer & Brewing,Brill & Co AB,,,7.5%,TSS,0,0,
1123002,887300,11230,Somerset,Cider Brandy 5 Years,265.000,,350,757.14,2014-11-07,,ovrig sprit,Flaska,,England,Storbritannien,The Somerset Cider Brandy Co,Brewery International Sweden AB,,,42%,TSE,0,0,
1123401,543793,11234,Kiviks appelvin,Halvtorrt,69.000,,750,92,2011-04-01,,"Fruktvin, Torrt",Flaska,Skruvkapsyl,"Skane lan, Simrishamns kommun",Sverige,Kiviks Musteri AB,Kiviks Musteri AB,,,10%,FS,0,0,applen.
1123501,850399,11235,Amager Black Nitro,Amager Bryghus,55.900,,500,111.8,2014-09-05,,"ol, Ale",Flaska,,,Danmark,Amager Bryghus,Elixir HB,,,7.5%,TSE,0,0,"Kornmalt, vete samt humle av sorterna herkules, tomahawk, amarillo, simcoe, centennial och cascade."
1123603,886030,11236,X-Ray,BrewFist,35.300,,330,106.97,2014-10-17,,"ol, Porter och Stout",Flaska,,,Italien,BrewFist,Original Brands STHLM HB,,,8.5%,TSE,0,0,
1123703,844335,11237,S:t Eriks Oktoberfest,,18.900,,330,57.27,2014-09-01,,"ol, Mork lager",Flaska,,,Sverige,S:t Eriks Bryggeri,Galatea Spirits AB,,,5.3%,TSS,0,0,
1123901,878370,11239,Glenmorangie Signet,,1499.000,,700,2141.43,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Northern Highlands",Storbritannien,Glenmorangie,Moët Hennessy Sverige AB,,,46%,TSE,0,0,
1124101,876288,11241,Talisker,Distillers Edition,599.000,,700,855.71,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Islands, Isle of Skye",Storbritannien,Diageo Plc,Diageo Sweden AB,2014,,45.8%,TSE,0,0,Kornmalt.
1124301,875159,11243,Big Peat X-Mas,,659.000,,700,941.43,2014-11-21,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Douglas Laing,Clydesdale AB,2014,,55.7%,TSE,0,0,Kornmalt.
1124601,50229,11246,Scarecrow,,24.900,,500,49.8,2004-11-01,,"ol, Ale",Flaska,,England,Storbritannien,Wychwood Brewery,Galatea Spirits AB,,,4.7%,BS,1,0,
1124801,874949,11248,Ardbeg Kildalton,,1799.000,,700,2570,2014-10-30,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Ardbeg Distillery,Moët Hennessy Sverige AB,,,46%,TSE,0,0,
1125001,844220,11250,Paulaner Oktoberfest,,21.900,,500,43.8,2014-09-01,,"ol, Ljus lager",Flaska,,,Tyskland,Paulaner Brauerei,Spendrups Bryggeri AB,,,6%,TSS,0,0,
1125102,874981,11251,Cognac Foucauld XO,Christmas Limited Edition,399.000,,500,798,2014-11-03,,Cognac,Flaska,,Cognac,Frankrike,Distilleries de Matha,Chris-Wine AB,,,40%,TSS,0,0,
1125301,874060,11253,Rodenbach Vintage,Palm Breweries NV,95.000,,750,126.67,2014-11-07,,"ol, Ale",Flaska,Naturkork,,Belgien,Palm Breweries,Brewery International Sweden AB,2012,2012,7%,TSE,0,0,Kornmalt och humle.
1125501,874529,11255,Haandbakk,Haandbryggeriet,54.900,,500,109.8,2014-11-07,,"ol, Ale",Flaska,,,Norge,Haandbryggeriet,Amka Vinimport AB,,,8%,TSE,0,0,
1125601,879593,11256,Glenmorangie,25 Years,2700.000,,700,3857.14,2014-12-05,,"Whisky, Malt",Flaska,Naturkork,"Skottland, Highlands, Northern Highlands",Storbritannien,Glenmorangie,Moët Hennessy Sverige AB,,,43%,TSE,0,0,
1125712,508218,11257,Smaland Mellanol,,8.900,1.000,500,17.8,2011-08-25,,"ol, Ljus lager",Burk,,"Kalmar lan, Vimmerby kommun",Sverige,abro Bryggeri,abro Bryggeri,,,4.5%,FS,0,0,Kornmalt och humle.
1125801,875073,11258,Bruxo No.1 Espadín,Mezcal Joven,489.000,,700,698.57,2014-10-17,,Tequila och Mezcal,Flaska,,,Mexiko,Lucio Morales López,Renbjer & Magnusson AB,,,46%,TSE,0,0,Agave.
1126103,844518,11261,Samuel Adams Octoberfest,,17.900,,355,50.42,2014-09-01,,"ol, Ljus lager",Flaska,,,USA,Boston Brewery,Galatea Spirits AB,,,5.5%,TSS,0,0,
1126201,844431,11262,Big Dan´s Oaky Smokey,Wheat Lager,28.900,.900,500,57.8,2014-09-01,,"ol, Ljus lager",Flaska,,,Sverige,Gamla Slottskallans Bryggeri,Amka Vinimport AB,,,5%,TSS,0,0,
1126303,886639,11263,Green Petrol,BrewFist,38.000,,330,115.15,2014-10-17,,"ol, Ale",Flaska,,,Italien,BrewFist,Original Brands STHLM HB,,,8.2%,TSE,0,0,"Kornmalt, ragmalt och humle."
1126403,874051,11264,Imperial Porter,All In Brewing,48.500,,330,146.97,2014-10-17,,"ol, Porter och Stout",Flaska,,,Norge,All In Brewing,All in beverage AB,,,8.5%,TSE,0,0,"Pale-, british brown-, karamell- och chokladmalt, rostat korn, brunt socker och havre samt humle."
1126501,874017,11265,Oppigards,Narke adelweiss,29.900,,500,59.8,2014-10-17,,"ol, Veteol",Flaska,,,Sverige,Oppigards Bryggeri AB,Oppigards Bryggeri AB,,,6%,TSE,0,0,"Vetemalt, kornmalt och humle."
1126803,844496,11268,Black Isle Smoked Oktobeer,,23.100,,330,70,2014-09-01,,"ol, Specialol",Flaska,,,Storbritannien,Black Isle Brewery,Galatea Spirits AB,,,5.5%,TSS,1,0,
1126901,872636,11269,Bruichladdich Islay Barley,Rockside Farm Unpeated,599.000,,700,855.71,2014-10-03,,"Whisky, Malt",Flaska,,"Skottland, Islay",Storbritannien,Remy Cointreau Europe & Mea,Nigab,2007,2007,50%,TSE,0,0,Kornmalt.
1127003,889453,11270,CAP DOG Black IPA,,34.900,,330,105.76,2014-11-07,,"ol, Ale",Flaska,,,Storbritannien,CAP Brewery,Cask Sweden AB,,,9%,TSE,0,0,"Korn- och ragmalt, cascara (torkade kaffefron) och humle."
1127103,302944,11271,Coopers Best,Extra Stout,19.900,,375,53.07,2008-04-01,,"ol, Porter och Stout",Flaska,,,Australien,Coopers Brewery,Galatea Spirits AB,,,6.3%,FS,0,0,Kornmalt och humle.
1127203,681903,11272,Hobgoblin,,19.200,,330,58.18,2012-10-01,,"ol, Ale",Flaska,,England,Storbritannien,Wychwood Brewery,Galatea Spirits AB,,,5.2%,BS,0,0,Kornmalt och humle.
1127312,508390,11273,"Arboga 7,7",,14.900,1.000,500,29.8,2011-06-20,,"ol, Ljus lager",Burk,,"Stockholms lan, Stockholms stad",Sverige,Three Towns Ind Brewers,Galatea Spirits AB,,,7.7%,FS,0,0,Kornmalt och humle.
1127401,878018,11274,Benrinnes,21 Years Diageo Plc,2519.000,,700,3598.57,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,Diageo Plc,Diageo Sweden AB,,,56.9%,TSE,0,0,
1127601,879719,11276,Amager Shadow Picture DIPA,Amager Bryghus,53.900,,500,107.8,2014-10-17,,"ol, Ale",Flaska,,,Danmark,Amager Bryghus,Elixir HB,,,8%,TSE,0,0,"Pilsner-, cara hell- och munichmalt samt humle av sorterna herkules, tomahawk, simcoe, chinook, amarillo, centennial, cascade och citra."
1128101,844194,11281,Spaten Oktoberfestbier,,20.600,,500,41.2,2014-09-01,,"ol, Ljus lager",Flaska,,,Tyskland,Anheuser-Busch InBev,Carlsberg Sverige AB,,,5.9%,TSS,0,0,
1128402,877998,11284,Ron Los Valientes,20 Años Licores Veracruz,498.000,,500,996,2014-12-05,,"Rom, Mork",Flaska,,,Mexiko,Licores Veracruz,Liquorama AB,,,43%,TSE,0,0,Sockerror.
1129403,844332,11294,Red October,,17.900,,330,54.24,2014-09-01,,"ol, Mork lager",Flaska,,,Sverige,Gotlands Bryggeri,Spendrups Bryggeri AB,,,6%,TSS,0,0,
1129503,879713,11295,Storm King Imperial Stout,Victory Brewing Co.,36.900,,355,103.94,2014-12-05,,"ol, Porter och Stout",Flaska,,,USA,Victory Brewing Company,Great Brands AB,,,9.1%,TSE,0,0,Kornmalt och humle.
1129601,878205,11296,Singleton of Glendullan,38 Years Diageo Plc,7899.000,,700,11284.29,2014-12-05,,"Whisky, Malt",Flaska,,"Skottland, Highlands, Speyside",Storbritannien,Diageo Plc,Diageo Sweden AB,,,59.8%,TSE,0,0,
1129701,851593,11297,Smoke Jumper,Smoked Imperial Porter,93.800,,650,144.31,2014-09-05,,"ol, Porter och Stout",Flaska,,,USA,Left Hand Brewing Co,Great Brands AB,,,8.8%,TSE,0,0,
1129801,844230,11298,Hofbrau München Oktoberfest,,19.900,,500,39.8,2014-09-01,,"ol, Ljus lager",Flaska,,,Tyskland,Staatliches Hofbrauhaus in München,Galatea Spirits AB,,,6.3%,TSS,0,0,
1129901,873952,11299,Hornbeer,Russian Imperial Stout,49.900,,500,99.8,2014-11-07,,"ol, Porter och Stout",Flaska,,,Danmark,Hornbeer,Amka Vinimport AB,,,8.1%,TSE,0,0,"Pilsner-, cara-aroma-, caramünich-, carafa- och rokmalt, humlesorterna magnum och centennial samt kaffe."
1130003,865609,11300,Nils Oscar,Kalasjulol,19.800,,330,60,2014-11-03,,"ol, Mork lager",Flaska,,,Sverige,Nils Oscar Company,The Nils Oscar Company AB,,,5.2%,TSS,0,0,Kornmalt och humle.
1130103,866182,11301,Sleepy Bulldog,Winter Ale,19.900,,330,60.3,2014-11-03,,"ol, Ale",Flaska,,,Sverige,Gotlands Bryggeri,Spendrups Bryggeri AB,,,6.2%,TSS,0,0,
1130201,866267,11302,Brutal Brewing,Hale to Winter,19.900,.900,500,39.8,2014-11-03,,"ol, Ale",Flaska,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,6.8%,TSS,0,0,
1130301,769521,11303,Ølfabrikken Jule Ale,,28.500,,500,57,2013-11-15,,"ol, Ale",Flaska,,,Estland,Harboes Bryggeri A/S,Galatea Spirits AB,,,7.3%,TSS,0,0,
1130601,869783,11306,Rekorderlig Julecider,apple Kanel,15.900,.900,500,31.8,2014-11-03,,Cider,Flaska,,,Sverige,abro Bryggeri,abro Bryggeri,,,4.5%,TSS,0,0,
1130701,529767,11307,Jacobsen,Saaz Blonde,49.900,,750,66.53,2010-10-04,,"ol, Ale",Flaska,,,Danmark,Carlsberg Sverige AB,Carlsberg Sverige AB,,,7.1%,BS,0,0,
1130803,866042,11308,Electric Nurse,Underbar Jul Vinterporter,27.500,,500,55,2014-11-03,,"ol, Porter och Stout",Flaska,,,Sverige,Dugges Ale- & Porterbryggeri,Brewtrade Sweden AB,,,4.2%,TSS,0,0,
1131103,866372,11311,Wisby Julbrygd,,18.900,,330,57.27,2014-11-03,,"ol, Mork lager",Flaska,,,Sverige,Gotlands Bryggeri,Spendrups Bryggeri AB,,,6%,TSS,0,0,
1131203,865905,11312,Lagunitas Holiday Ale,,26.600,,355,74.93,2014-11-03,,"ol, Ale",Flaska,,,USA,Lagunitas Brewing Company,Galatea Spirits AB,,,7.7%,TSS,0,0,
1131403,866104,11314,Mohawk,Whiteout Imperial Stout,27.900,,330,84.55,2014-11-03,,"ol, Porter och Stout",Flaska,,,Sverige,Mohawk Brewing Company,AB Wicked Wine Sweden,,,9.7%,TSS,0,0,
1131512,508039,11315,Kopparbergs,Special Brew 10%,18.900,1.000,500,37.8,2011-04-12,,"ol, Ljus lager",Burk,,,Sverige,Kopparbergs/Sofiero Bryggeri,KopparbergsSofiero Bryggeri,,,10%,FS,0,0,Kornmalt och humle.
1131603,769551,11316,Sigtuna Christmas Scottish Strong Ale,,33.400,,330,101.21,2013-11-15,,"ol, Ale",Flaska,,,Sverige,Sigtuna Brygghus,Brygghuset i Sigtuna AB,,,9.3%,TSS,0,0,
1131703,866452,11317,Anderson Valley,Winter Solstice,24.700,,355,69.58,2014-11-03,,"ol, Ale",Flaska,,,USA,Anderson Valley Brewing,Galatea Spirits AB,,,6.9%,TSS,0,0,
1131903,866048,11319,Sigtuna Winter IPA,Organic,19.900,,330,60.3,2014-11-03,,"ol, Ale",Flaska,,,Sverige,Sigtuna Brygghus,Brygghuset i Sigtuna AB,,,6%,TSS,1,0,
1132001,866211,11320,Oppigards Winter Ale,,27.500,,500,55,2014-11-03,,"ol, Ale",Flaska,,,Sverige,Oppigards Bryggeri AB,Oppigards Bryggeri AB,,,5.3%,TSS,0,0,
1132103,769191,11321,Slottskallans Winter,Ekologisk,23.000,,330,69.7,2013-11-15,,"ol, Mork lager",Flaska,,,Sverige,Gamla Slottskallans Bryggeri,Gamla Slottskallans Bryggeri AB,,,4.5%,TSS,1,0,
1132203,769155,11322,S:t Eriks & Mathias Dahlgren Julporter,Ekologisk,21.200,,330,64.24,2013-11-15,,"ol, Porter och Stout",Flaska,,,Sverige,S:t Eriks Bryggeri,Galatea Spirits AB,,,5.9%,TSS,1,0,
1132303,866153,11323,Mohawk Snowmelter,Imperial Stout,32.900,,330,99.7,2014-11-03,,"ol, Porter och Stout",Flaska,,,Sverige,Mohawk Brewing Company,AB Wicked Wine Sweden,,,11%,TSS,0,0,
1132403,865283,11324,O'Hara's,Christmas Velvet,22.500,,330,68.18,2014-11-03,,"ol, Porter och Stout",Flaska,,,Irland,Carlow Brewing Co,Brewery International Sweden AB,,,6%,TSS,0,0,
1132901,865424,11329,Falcon Julol,,16.900,.900,500,33.8,2014-11-03,,"ol, Mork lager",Flaska,,"Hallands lan, Falkenbergs kommun",Sverige,Carlsberg Sverige AB,Carlsberg Sverige AB,,,5.2%,TSS,0,0,
1132903,865515,11329,Falcon Julol,,11.900,.600,330,36.06,2014-11-03,,"ol, Mork lager",Flaska,,"Hallands lan, Falkenbergs kommun",Sverige,Carlsberg Sverige AB,Carlsberg Sverige AB,,,5.2%,TSS,0,0,
1133003,865241,11330,Slottskallans,Winter Eko,19.800,,330,60,2014-11-03,,"ol, Mork lager",Flaska,,,Sverige,Gamla Slottskallans Bryggeri,Gamla Slottskallans Bryggeri AB,,,4.5%,TSS,1,0,
1133101,865979,11331,St Peter's Winter Ale,,27.900,,500,55.8,2014-11-03,,"ol, Ale",Flaska,,England,Storbritannien,St Peter's Brewery,Galatea Spirits AB,,,6.5%,TSS,0,0,
1133203,865908,11332,Hibernation Ale,,29.900,,355,84.23,2014-11-03,,"ol, Ale",Flaska,,,USA,Great Divide Brewing Co,Great Brands AB,,,8.7%,TSS,0,0,
1133301,16380,11333,Spaten München,,17.900,,500,35.8,1999-01-04,,"ol, Ljus lager",Flaska,,,Tyskland,Spaten-Franziskaner-Brau,Carlsberg Sverige AB,,,5.2%,FS,0,0,Kornmalt och humle.
1133403,865891,11334,Boucanier,Christmas Ale,25.300,,330,76.67,2014-11-03,,"ol, Ale",Flaska,,,Belgien,Brouwerij Van Steenberge,World Beer Trading KB,,,9.5%,TSS,0,0,
1133501,765672,11335,Holy Cow,Cranberry Milk Stout,29.700,,500,59.4,2013-11-15,,"ol, Porter och Stout",Flaska,,,Storbritannien,The Ilkley Brewery Co,Great Brands AB,,,4.7%,TSS,0,0,
1133801,865593,11338,Mariestads Julebrygd,,16.900,.900,500,33.8,2014-11-03,,"ol, Mork lager",Flaska,,"Dalarnas lan, Ludvika kommun",Sverige,Spendrups,Spendrups Bryggeri AB,,,5.8%,TSS,0,0,
1133812,865586,11338,Mariestads Julebrygd,,16.900,1.000,500,33.8,2014-11-03,,"ol, Mork lager",Burk,,"Dalarnas lan, Ludvika kommun",Sverige,Spendrups,Spendrups Bryggeri AB,,,5.8%,TSS,0,0,
1134003,866172,11340,Dugges,Christmas Idjit,32.500,,330,98.48,2014-11-03,,"ol, Porter och Stout",Flaska,,,Sverige,Dugges Ale- & Porterbryggeri,Dugges Ale- & Porterbryggeri AB,,,9.5%,TSS,0,0,
1134103,186123,11341,Starobrno Premium,,13.500,,330,40.91,2006-04-01,,"ol, Ljus lager",Flaska,,,Tjeckien,Spendrups,Spendrups Bryggeri AB,,,5%,FS,0,0,Kornmalt och humle.
1134203,865255,11342,olvisholt Jólabjór,Smoked Bock,27.900,,330,84.55,2014-11-03,,"ol, Mork lager",Flaska,,,Island,olvisholt Brugghús,AB Wicked Wine Sweden,,,6.5%,TSS,0,0,
1134303,865558,11343,Mikkeller,Til Fra Via,29.700,,330,90,2014-11-03,,"ol, Porter och Stout",Flaska,,,Internationellt marke,Mikkeller,Brill & Co AB,,,8%,TSS,0,0,
1134403,866078,11344,S:t Eriks & Mathias Dahlgren,Winter DIPA,29.900,,330,90.61,2014-11-03,,"ol, Ale",Flaska,,,Sverige,S:t Eriks Bryggeri,Galatea Spirits AB,,,8%,TSS,0,0,Kornmalt och humle.
1134603,766229,11346,Mohawk Blizzard,Imperial Porter,30.000,,330,90.91,2013-11-15,,"ol, Porter och Stout",Flaska,,,Belgien,De Proef Brouwerij,AB Wicked Wine Sweden,,,9.7%,TSS,0,0,
1134701,875125,11347,Del Maguey,San Luis del Rio,899.000,,700,1284.29,2014-10-17,,Tequila och Mezcal,Flaska,,,Mexiko,La Maison Du Whisky,Symposion International AB,,,47%,TSE,0,0,
1134803,585076,11348,Svart,,20.700,,330,62.73,2011-10-01,,"ol, Porter och Stout",Flaska,,"Uppsala lan, Uppsala kommun",Sverige,Gamla Slottskallans Bryggeri,Gamla Slottskallans Bryggeri AB,,,5.5%,FS,1,0,"Mork och ljus karamellmalt, pilsnermalt, samt humlesorterna first gold och sovereign."
1134903,865373,11349,Mohawk,Blizzard,29.700,,330,90,2014-11-03,,"ol, Porter och Stout",Flaska,,,Belgien,Mohawk Brewing Company,AB Wicked Wine Sweden,,,9.7%,TSS,0,0,
1135012,866378,11350,Spendrups Julbrygd,,14.900,1.000,500,29.8,2014-11-03,,"ol, Mork lager",Burk,,,Sverige,Spendrups,Spendrups Bryggeri AB,,,5.3%,TSS,0,0,Kornmalt och humle.
1135103,865914,11351,Evil Twin,Christmas Eve at a NYC Hotel Room,29.900,,355,84.23,2014-11-03,,"ol, Porter och Stout",Flaska,,,USA,Evil Twin Brewing,Galatea Spirits AB,,,10%,TSS,0,0,
1135203,769498,11352,O'Haras Christmas Velvet,,22.200,,330,67.27,2013-11-15,,"ol, Porter och Stout",Flaska,,,Irland,Carlow Brewing Co,Brewery International Sweden AB,,,6%,TSS,0,0,
1135312,507714,11353,Blagul,,10.300,1.000,500,20.6,2011-10-06,,"ol, Ljus lager",Burk,,"Hallands lan, Falkenbergs kommun",Sverige,Carlsberg Sverige AB,Carlsberg Sverige AB,,,5.2%,FS,0,0,Kornmalt och humle.
