"","nr","Artikelid","Varnummer","Namn","Namn2","Prisinklmoms","Pant","Volymiml","PrisPerLiter","Saljstart","Slutlev","Varugrupp","Forpackning","Forslutning","Ursprung","Ursprunglandnamn","Producent","Leverantor","Argang","Provadargang","Alkoholhalt","Sortiment","Ekologisk","Koscher","RavarorBeskrivning","fyllighet","stravhet","fruktsyra","druva","smak","doft","real_score"
"607",1276801,735658,12768,"Bosman","Adama",119,NA,750,158.67,"2013-12-02",NA,"Rott vin, Stramt & Nyanserat","Flaska","Naturkork","Western Cape, Coastal Region, Paarl, Wellington","Sydafrika","Bosman Family Wines","Mondo Wine Sweden AB",2013,2013,"14.5%","FS",0,0,"80% shiraz och 20% mourvèdre.","10","9 ","9 ","80%,shiraz,och,20%,mourvèdre","Fruktig.nyanserad.smak.fatkaraktär.inslag.björnbär.tobak.plommon.peppar.kaffe.kakao ","Nyanserad.doft.fatkaraktär.inslag.björnbär.tobak.plommon.mörk.choklad.kaffe",99
"609",1279701,15535,12797,"Castillo de Gredos","Red Wine",55,NA,1000,55,"1998-05-04",NA,"Rott vin, Mjukt & Barigt","Papp","","","Spanien","Bodegas Vinartis","Prime Wine Sweden AB",NA,NA,"13%","FS",0,0,"","3 ","3 ","8 ","Ingen anged","Bränd.aningen.kärv.smak.inslag.mogna.röda.bär ","Aningen.bränd.syltig.doft.inslag.mogna.röda",99
"610",1279708,22289,12797,"Castillo de Gredos","Red Wine",129,NA,3000,43,"2000-02-07",NA,"Rott vin, Mjukt & Barigt","Box","Vingtapp","","Spanien","Bodegas Vinartis","Prime Wine Sweden AB",NA,NA,"13%","FS",0,0,"","3 ","3 ","8 ","Ingen anged","Bränd.aningen.kärv.smak.inslag.mogna.röda.bär ","Aningen.bränd.syltig.doft.inslag.mogna.röda",99
"613",1279901,15635,12799,"Muriel","Vendimia Seleccionada",69,NA,750,92,"1998-06-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rioja","Spanien","Bodegas Muriel","Giertz Vinimport AB",NA,NA,"12.5%","FS",0,0,"Tempranillo.","7 ","6 ","8 ","Tempranillo","Moget.inslag.torkad.frukt.vanilj ","Utvecklad.doft.inslag.torkad.frukt.vanilj.läder",99
"615",1280401,13077,12804,"Réserve de la Condamine","",69,NA,750,92,"1997-05-20",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Languedoc-Roussillon, Fitou","Frankrike","Mont Tauch","janake wine group AB",2013,2013,"13%","FS",0,0,"Grenache, carignan och syrah.","7 ","7 ","9 ","Grenache,carignan,och,syrah","Fruktig.smak.inslag.blåbär.slånbär.örter.lakrits ","Fruktig.doft.inslag.skogshallon.muskot.lakrits",99
"616",1280801,14681,12808,"JP Chenet","Cabernet-Syrah",59,NA,750,78.67,"1998-01-05",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Languedoc-Roussillon, VdP d'Oc","Frankrike","JP Chenet","Stellan Kramer AB",2013,2013,"13%","FS",0,0,"Cabernet sauvignon och syrah.","5 ","5 ","9 ","Cabernet,sauvignon,och,syrah","Bärig.smak.inslag.skogsbär.vanilj.lakrits ","Bärig.doft.inslag.skogsbär.vanilj.örter",99
"617",1280802,43233,12808,"JP Chenet","Cabernet-Syrah",36,NA,375,96,"2003-10-06",NA,"Rott vin, Mjukt & Barigt","Flaska","","Languedoc-Roussillon, VdP d'Oc","Frankrike","JP Chenet","Stellan Kramer AB",2013,2013,"13%","FS",0,0,"Cabernet sauvignon och syrah.","5 ","5 ","9 ","Cabernet,sauvignon,och,syrah","Bärig.smak.inslag.skogsbär.vanilj.lakrits ","Bärig.doft.inslag.skogsbär.vanilj.örter",99
"618",1280804,17086,12808,"JP Chenet","Cabernet-Syrah",26,NA,250,104,"1999-01-01",NA,"Rott vin, Mjukt & Barigt","Flaska","Skruvkapsyl","Languedoc-Roussillon, VdP d'Oc","Frankrike","JP Chenet","Stellan Kramer AB",2013,2013,"13%","FS",0,0,"Cabernet sauvignon och syrah.","5 ","5 ","9 ","Cabernet,sauvignon,och,syrah","Bärig.smak.inslag.skogsbär.vanilj.lakrits ","Bärig.doft.inslag.skogsbär.vanilj.örter",99
"619",1280808,13473,12808,"JP Chenet","Cabernet-Syrah",184,NA,3000,61.33,"1997-07-07",NA,"Rott vin, Mjukt & Barigt","Box","Tryckknapp front","Languedoc-Roussillon, VdP d'Oc","Frankrike","JP Chenet","Stellan Kramer AB",2013,2013,"13%","FS",0,0,"Cabernet sauvignon och syrah.","5 ","5 ","9 ","Cabernet,sauvignon,och,syrah","Bärig.smak.inslag.skogsbär.vanilj.lakrits ","Bärig.doft.inslag.skogsbär.vanilj.örter",99
"620",1281501,14338,12815,"Valréas","",104,NA,750,138.67,"1997-12-01",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône, Côtes-du-Rhône-Villages","Frankrike","Chapoutier","Bibendum",2012,2012,"13.5%","BS",0,0,"Grenache 60%, syrah och mourvèdre 40%","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"621",1282101,43327,12821,"Graham Beck","Pinotage",99,NA,750,132,"2004-02-02",NA,"Rott vin","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Graham Beck","Prime Wine Sweden AB",2010,2010,"13.5%","BS",0,0,"Pinotage","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"622",1289008,43331,12890,"Cape Original","Shiraz Cabernet Sauvignon",189,NA,3000,63,"2004-05-03",NA,"Rott vin, Mjukt & Barigt","Box","Vridtapp","Western Cape","Sydafrika","Origin Wine","Origin Nordic",2014,2014,"13%","FS",1,0,"60% shiraz och 40% cabernet sauvignon.","5 ","5 ","9 ","60%,shiraz,och,40%,cabernet,sauvignon","Bärig.smak.inslag.blåbär.björnbär.lakrits.örter ","Bärig.doft.inslag.blåbär.svarta.vinbär.sötlakrits.örter",99
"627",1292201,234657,12922,"Graham Beck","The Game Reserve Shiraz Viognier",89,NA,750,118.67,"2007-04-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Graham Beck","Prime Wine Sweden AB",NA,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"631",1298601,43321,12986,"Graham Beck","Shiraz Cabernet Sauvignon",67,NA,750,89.33,"2003-11-03",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Graham Beck","Prime Wine Sweden AB",2012,2012,"14.5%","FS",0,0,"60% shiraz och 40% cabernet sauvignon.","8 ","7 ","9 ","60%,shiraz,och,40%,cabernet,sauvignon","Mycket.fruktig.smak.inslag.mörka.rosmarin.peppar.choklad ","Mycket.fruktig.aningen.rökig.doft.inslag.mörka.rosmarin.choklad",99
"873",1601501,209373,16015,"Saint Clair","Pinot Noir",109,NA,750,145.33,"2006-10-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Marlborough","Nya Zeeland","Saint Clair Family Estate","Sigva AB",2013,2013,"13.5%","FS",0,0,"Pinot noir.","6 ","5 ","9 ","Pinot,noir","Kryddig.smak.fatkaraktär.inslag.jordgubbar.körsbär.ingefära.kanel.örter ","Kryddig.doft.fatkaraktär.jordgubbar.hallon.muskot.kanel.ingefära.vanilj",99
"903",1630101,826910,16301,"Innocent Bystander","Syrah",139,NA,750,185.33,"2014-06-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Victoria, Yarra Valley","Australien","Innocent Bystander","Domaine Wines Sweden AB",2013,2013,"13.5%","FS",0,0,"Syrah.","8 ","8 ","9 ","Syrah","Nyanserad.fruktig.smak.fatkaraktär.inslag.björnbär.eneträ.peppar.örter.kanel.hallon.vanilj ","Nyanserad.mycket.fruktig.doft.fatkaraktär.inslag.björnbär.eneträ.peppar.plommon.örter.vanilj",99
"906",1632001,14797,16320,"Penfolds Kalimna Bin 28","Shiraz",169,NA,750,225.33,"1998-02-16",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","South Eastern Australia","Australien","Penfolds","Treasury Wine Estates Sweden AB",2010,2010,"14.5%","FS",0,0,"Shiraz","10","9 ","9 ","Shiraz","Smakrikt.mycket.fruktigt.rostad.fatkaraktär.inslag.björnbär.plommon.eukalyptus.mörk.choklad.lakrits ","Mycket.fruktig.nyanserad.doft.rostad.fatkaraktär.inslag.björnbär.katrinplommon.mörk.choklad.lakrits.eukalyptus",99
"913",1638101,40945,16381,"Peter Lehmann Portrait Barossa","Shiraz",122,NA,750,162.67,"2003-09-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","South Australia, Barossa Valley","Australien","Peter Lehmann","Spendrups Bryggeri AB",2012,2012,"14.5%","FS",0,0,"Shiraz","10","9 ","9 ","Shiraz","Mycket.fruktig.smak.fatkaraktär.inslag.björnbär.eukalyptus.svarta.vinbär.choklad.vanilj ","Stor.fruktig.doft.fatkaraktär.inslag.björnbär.eukalyptus.kanel.choklad.svarta.vinbär",99
"914",1639401,39039,16394,"Stoneleigh","Pinot Noir",135,NA,750,180,"2003-04-07",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Marlborough","Nya Zeeland","Stoneleigh Vineyards","Pernod Ricard Sweden AB",2013,2013,"13%","FS",0,0,"Pinot noir.","5 ","5 ","10","Pinot,noir","Kryddig.nyanserad.smak.fatkaraktär.inslag.mogna.jordgubbar.ingefära.körsbär.vanilj.örter ","Kryddig.nyanserad.doft.fatkaraktär.inslag.mogna.jordgubbar.kanel.körsbär.ingefära",99
"931",1646008,37841,16460,"Lindemans","Shiraz Cabernet",229,NA,3000,76.33,"2002-12-02",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vingtapp","South Eastern Australia","Australien","Lindemans","Treasury Wine Estates Sweden AB",2013,2013,"13.5%","FS",0,0,"60 % shiraz, 40 % cabernet sauvignon","7 ","6 ","9 ","shiraz,cabernet,sauvignon","Mycket.fruktig.smak.inslag.svarta.vinbär.mörka.körsbär.örter.sötlakrits.kanel ","Mycket.fruktig.doft.inslag.svarta.vinbär.körsbär.örter.kanel",99
"932",1647601,40301,16476,"McPherson","Shiraz",75,NA,750,100,"2003-06-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","South Eastern Australia","Australien","McPherson Wines","Spendrups Bryggeri AB",2013,2013,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"935",1651001,10475,16510,"Viña Maipo","Cabernet Sauvignon",59,NA,750,78.67,"1996-08-05",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Valle Central","Chile","Viña Maipo","Concha y Toro Sweden AB",2013,2013,"12.5%","FS",0,0,"Cabernet sauvignon","6 ","6 ","9 ","Ingen anged","Ungdomlig.fruktig.smak.inslag.svarta.vinbär.körsbär.lakrits ","Ungdomlig.fruktig.doft.inslag.svarta.vinbär.körsbär.lakrits",99
"936",1651002,37145,16510,"Viña Maipo","Cabernet Sauvignon",33,NA,375,88,"2002-10-07",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","","Valle Central","Chile","Viña Maipo","Concha y Toro Sweden AB",2013,2013,"13%","FS",0,0,"","6 ","6 ","9 ","Ingen anged","Ungdomlig.fruktig.smak.inslag.svarta.vinbär.körsbär.lakrits ","Ungdomlig.fruktig.doft.inslag.svarta.vinbär.körsbär.lakrits",99
"937",1651008,25269,16510,"Viña Maipo","Cabernet Sauvignon",184,NA,3000,61.33,"2000-09-04",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vingtapp","Valle Central","Chile","Viña Maipo","Concha y Toro Sweden AB",2013,2013,"12.5%","FS",0,0,"Cabernet sauvignon.","6 ","6 ","9 ","Ingen anged","Ungdomlig.fruktig.smak.inslag.svarta.vinbär.körsbär.lakrits ","Ungdomlig.fruktig.doft.inslag.svarta.vinbär.körsbär.lakrits",99
"939",1653801,11468,16538,"Turning Leaf","Zinfandel",79,NA,750,105.33,"1996-10-28",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Kalifornien, North Coast","USA","Turning Leaf Vineyards","Spendrups Bryggeri AB",2012,2012,"13.5%","FS",0,0,"87% zinfandel 87% och 13% ovriga druvsorter.","7 ","6 ","9 ","87%,zinfandel,87%,och,13%,övriga,druvsorter","Mycket.fruktig.syltig.smak.inslag.björnbär.blåbär.lakrits.vanilj ","Mycket.fruktig.doft.inslag.björnbär.skogshallon.lakrits.vanilj",99
"941",1655401,12602,16554,"Trapiche","Malbec Oak Cask",82,NA,750,109.33,"1997-03-17",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Cuyo, Mendoza","Argentina","Bodegas Trapiche","Spendrups Bryggeri AB",2013,2013,"14%","FS",0,0,"Malbec","9 ","8 ","9 ","Malbec","Mycket.fruktig.smak.fatkaraktär.inslag.björnbär.körsbär.lakrits.kaffe.vanilj ","Mycket.fruktig.doft.fatkaraktär.inslag.björnbär.körsbär.mörk.choklad.örter.vanilj",99
"948",1666901,14961,16669,"Fetzer","Merlot",89,NA,750,118.67,"1998-05-04",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Kalifornien","USA","Fetzer Vineyards","Concha y Toro Sweden AB",2012,2012,"13.5%","FS",0,0,"Merlot 80%, zinfandel 20%","7 ","6 ","9 ","Merlot,80%,zinfandel,20%","Fruktig.smak.inslag.björnbär.blåbär.vanilj ","Fruktig.doft.inslag.björnbär.blåbär.vanilj",99
"950",1667201,296150,16672,"1865","Cabernet Sauvignon",119,NA,750,158.67,"2008-04-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Maipo","Chile","Viña San Pedro","Pernod Ricard Sweden AB",2012,2012,"14.5%","FS",0,0,"Cabernet sauvignon.","9 ","9 ","9 ","Cabernet,sauvignon","Mycket.fruktig.smak.fatkaraktär.inslag.svarta.vinbär.plommon.choklad.peppar ","Mycket.fruktig.doft.fatkaraktär.inslag.svarta.vinbär.blåbär.choklad.svarta.oliver",99
"951",1667601,15267,16676,"Sunrise","Cabernet Sauvignon",59,NA,750,78.67,"1998-06-08",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Valle Central","Chile","Concha y Toro","Concha y Toro Sweden AB",2013,2013,"13%","FS",0,0,"Cabernet sauvignon","7 ","7 ","9 ","Cabernet,sauvignon","Mycket.fruktig.ungdomlig.smak.inslag.svarta.vinbär.plommon.choklad.örter ","Mycket.fruktig.doft.inslag.svarta.vinbär.plommon.örter.vanilj",99
"952",1667604,20580,16676,"Sunrise","Cabernet Sauvignon",24,NA,250,96,"1999-10-04",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Valle Central","Chile","Concha y Toro","Concha y Toro Sweden AB",2013,2013,"13.5%","FS",0,0,"Cabernet sauvignon","7 ","7 ","9 ","Cabernet,sauvignon","Mycket.fruktig.ungdomlig.smak.inslag.svarta.vinbär.plommon.choklad.örter ","Mycket.fruktig.doft.inslag.svarta.vinbär.plommon.örter.vanilj",99
"1146",200108,417412,2001,"Foot of Africa","Shiraz Viognier",189,NA,3000,63,"2009-11-09",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vridtapp","Western Cape","Sydafrika","Kleine Zalze","Winemarket Nordic AB",2013,2013,"14.5%","FS",0,0,"Shiraz och viognier.","7 ","7 ","9 ","Shiraz,och,viognier","Fruktig.smak.inslag.björnbär.peppar.örter.lakrits ","Fruktig.doft.inslag.björnbär.peppar.örter.lakrits",99
"1147",2002001,630880,20020,"Koopmanskloof","Cabernet Sauvignon Shiraz",77,NA,750,102.67,"2012-04-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape, Coastal Region, Stellenbosch","Sydafrika","Koopmanskloof","Oenoforos AB",2012,NA,"13.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1148",200201,686263,2002,"Côtes du Rhône","Mas de Langlade",59,NA,750,78.67,"2012-07-31",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône","Frankrike","Les Coteaux de Fournès","Brandpartners AB",2012,NA,"14.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1153",200401,18754,2004,"Bellingham","Shiraz",89,NA,750,118.67,"1999-11-01",NA,"Rott vin","Flaska","Skruvkapsyl","Western Cape, Coastal Region","Sydafrika","Douglas Green Bellingham","Fondberg",2012,NA,"14%","BS",0,0,"Shiraz","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1154",200501,244764,2005,"Allesverloren","Touriga Naçional",125,NA,750,166.67,"2007-03-12",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Western Cape, Coastal Region, Swartland","Sydafrika","Allesverloren Wine Estate","janake wine group AB",2011,2011,"14%","FS",0,0,"Touriga naçional.","9 ","8 ","9 ","Touriga,naçional","Mycket.fruktig.smak.fatkaraktär.inslag.mörka.örter.plommon.choklad.nötter.vanilj ","Mycket.fruktig.doft.inslag.mörka.lavendel.plommon.vanilj",99
"1155",200701,9694,2007,"Zonnebloem","Shiraz",79,NA,750,105.33,"1996-04-09",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape, Coastal Region, Stellenbosch","Sydafrika","Zonnebloem Wines","janake wine group AB",2012,2012,"13.5%","FS",0,0,"Shiraz (syrah)","8 ","8 ","9 ","Shiraz,(syrah)","Mycket.fruktig.rökig.smak.fatkaraktär.inslag.björnbär.peppar.körsbär.kaffe ","Mycket.fruktig.aningen.rökig.doft.fatkaraktär.inslag.kaffe.björnbär.choklad.rosmarin.vanilj",99
"1156",200901,431326,2009,"Palazzo","Mio Rosso",54,NA,750,72,"2010-03-24",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Apulien","Italien","Nordic Sea Winery","Oenoforos AB",2013,2013,"12.5%","FS",0,0,"34% negroamaro, 33% primitivo och 33% sangiovese.","6 ","6 ","8 ","34%,negroamaro,33%,primitivo,och,33%,sangiovese","Fruktig.smak.inslag.mörka.lakrits.vanilj ","Fruktig.doft.inslag.mörka.mynta.lakrits",99
"1158",201001,164272,2010,"Cacadu Ridge","Bin 4 Cabernet Sauvignon Petit Verdot",59,NA,750,78.67,"2005-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","South Eastern Australia","Australien","Oenoforos S A","Oenoforos AB",2013,2013,"13.5%","FS",0,0,"Cabernet sauvignon och petit verdot.","6 ","6 ","9 ","Cabernet,sauvignon,och,petit,verdot","Generöst.fruktig.smak.inslag.mörka.örter.viol.körsbär.sötlakrits ","Generöst.fruktig.doft.inslag.mörka.örter.viol.körsbär.sötlakrits",99
"1160",201101,7609,2011,"Côtes-du-Rhône","",105,NA,750,140,"1995-05-31",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône","Frankrike","E Guigal","Vinunic AB",2011,2011,"14%","FS",0,0,"","8 ","8 ","9 ","Ingen anged","Kryddig.smak.inslag.björnbär.vitpeppar.lagerblad.lakrits.viol ","Kryddig.doft.inslag.björnbär.peppar.viol.lagerblad.lakrits",99
"1161",201201,620848,2012,"Nederburg","Manor House Shiraz Mourvèdre",120,NA,750,160,"2012-04-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Naturkork","Western Cape, Coastal Region, Darling","Sydafrika","Nederburg Wines","Bibendum",2011,NA,"15%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1162",201301,772362,2013,"ARA Select Blocks","Pinot Noir",149,NA,750,198.67,"2013-12-02",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Skruvkapsyl","Marlborough","Nya Zeeland","Winegrowers of ARA","Arvid Nordquist Vin och Sprithandel",2012,2012,"13.5%","FS",0,0,"Pinot noir.","7 ","6 ","9 ","Pinot,noir","Kryddig.nyanserad.smak.fatkaraktär.inslag.jordgubbar.körsbär.ingefära.örter.muskot.vanilj ","Kryddig.nyanserad.doft.fatkaraktär.inslag.jordgubbar.körsbär.muskot.örter.vanilj",99
"1165",201601,670404,2016,"Bonpas","Côtes-du-Rhône Dom Alfant",89,NA,750,118.67,"2012-05-28",NA,"Rott vin, Kryddigt & Mustigt","Flaska","Naturkork","Rhonedalen, Côtes du Rhône","Frankrike","Bonpas","Giertz Vinimport AB",2012,2012,"14%","FS",0,0,"","8 ","7 ","9 ","Ingen anged","Kryddig.fruktig.smak.inslag.fikon.lagerblad.björnbär.muskot.kanel ","Kryddig.nyanserad.doft.inslag.fikon.lagerblad.björnbär.kanel.örter",99
"1166",201606,852290,2016,"Bonpas","Côtes-du-Rhône Dom Alfant",199,NA,1500,132.67,"2014-05-02",NA,"Rott vin","Magnum","","Rhonedalen, Côtes du Rhône","Frankrike","Bonpas","Giertz Vinimport AB",2012,NA,"14%","BS",0,0,"","8 ","7 ","9 ","Ingen anged","Kryddig.fruktig.smak.inslag.fikon.lagerblad.björnbär.muskot.kanel ","Kryddig.nyanserad.doft.inslag.fikon.lagerblad.björnbär.kanel.örter",99
"1168",201801,438970,2018,"Flat Roof Manor","Shiraz Mourvèdre Viognier",69,NA,750,92,"2010-10-01",NA,"Rott vin","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Flat Roof Manor","janake wine group AB",2011,NA,"14%","BS",0,0,"","9 ","8 ","9 ","Shiraz,mourvèdre,och,viognier","Mycket.fruktig.smak.fatkaraktär.inslag.mörka.örter.choklad.eneträ ","Mycket.fruktig.doft.fatkaraktär.inslag.mörka.örter.plommon.choklad.peppar",99
"1169",201802,438976,2018,"Flat Roof Manor","Shiraz Mourvèdre Viognier",49,NA,375,130.67,"2010-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Flat Roof Manor","janake wine group AB",2012,2012,"14.5%","FS",0,0,"Shiraz, mourvèdre och viognier.","9 ","8 ","9 ","Shiraz,mourvèdre,och,viognier","Mycket.fruktig.smak.fatkaraktär.inslag.mörka.örter.choklad.eneträ ","Mycket.fruktig.doft.fatkaraktär.inslag.mörka.örter.plommon.choklad.peppar",99
"1170",201901,366396,2019,"Douglas Green","Cabernet Sauvignon Merlot",79,NA,750,105.33,"2009-04-01",NA,"Rott vin","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Douglas Green Bellingham","Fondberg",2011,NA,"12.5%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
"1176",202308,755604,2023,"¿Qué Pasa?","",229,NA,3000,76.33,"2013-09-02",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vingtapp","Valle Central","Chile","WineWorld AB","WineWorld AB",2013,2013,"14%","FS",1,0,"50% cabernet sauvignon, 35% syrah och 15% carmenère.","7 ","6 ","9 ","50%,cabernet,sauvignon,35%,syrah,och,15%,carmenère","Fruktig.smak.inslag.svarta.vinbär.mörka.körsbär.örter.vanilj ","Fruktig.doft.inslag.svarta.vinbär.mörka.körsbär.lakrits.vanilj",99
"1177",202401,755623,2024,"Fair Exchange","Cabernet Sauvignon Cabernet Franc Shiraz",79,NA,750,105.33,"2013-09-02",NA,"Rott vin, Fruktigt & Smakrikt","Flaska","Skruvkapsyl","Western Cape","Sydafrika","Cape First Wines","Mondo Wine Sweden AB",2013,2013,"14%","FS",0,0,"40% cabernet sauvignon, 30% cabernet franc, 20% shiraz, 8% merlot och 2% malbec.","7 ","7 ","9 ","40%,cabernet,sauvignon,30%,cabernet,franc,20%,shiraz,merlot,och,malbec","Fruktig.smak.inslag.svarta.vinbär.peppar.grön.paprika.rosmarin ","Fruktig.doft.inslag.mörka.peppar.choklad.grön.paprika",99
"1179",202508,340969,2025,"Bundustar","",215,NA,3000,71.67,"2008-10-01",NA,"Rott vin, Fruktigt & Smakrikt","Box","Vridtapp","Western Cape","Sydafrika","Home of Origin Wine","Origin Nordic",2013,NA,"14%","BS",0,0,"","inte testat","inte testat","inte testat","Ingen anged","inte testat","inte testat",99
