nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning,fyllighet,stravhet,fruktsyra,smak,doft
230501,1630,2305,Barolo,Serralunga d'Alba Fontanafredda,239,NA,750,318.67,1955-09-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Barolo",Italien,Fontanafredda,Enjoy Wine & Spirits AB,2009,2009,14%,FS,0,0,Nebbiolo,9,10,10,stram.kryddig.fatkaraktar.torkade korsbar.korinter.kakao.rosor.nypon,nyanserad.kryddig.fatkaraktar.korsbar.rosor.nypon.notter
230502,643264,2305,Barolo,Serralunga d'Alba Fontanafredda,125,NA,375,333.33,2012-04-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Barolo",Italien,Fontanafredda,Enjoy Wine & Spirits AB,2009,2009,14%,FS,0,0,,9,10,10,stram.kryddig.fatkaraktar.torkade korsbar.korinter.kakao.rosor.nypon,nyanserad.kryddig.fatkaraktar.korsbar.rosor.nypon.notter
2307101,812451,23071,Barbera d'Alba,Superiore,172,NA,750,229.33,2014-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Piemonte, Barbera d'Alba",Italien,G.D. Vajra,Moestue Grape Selections AB,2011,2011,15%,FS,0,0,Barbera.,9,9,9,nyanserad.fruktig.fatkaraktar.plommon.choklad.skogshallon.farska orter,nyanserad.fruktig.fatkaraktar.morka bar.plommon.viol.kaffe.orter
2307201,50947,23072,Corvina Veronese,,89,NA,750,118.67,2004-12-06,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Veronese",Italien,Vinea,Winepartners Nordic AB,2010,2010,13.5%,FS,0,0,Corvina.,7,7,9,kryddig.fat.morka korsbar.orter.pinjenotter.vanilj,kryddig.fat.morka korsbar.pinjenotter.choklad.orter
230801,19826,2308,A Mano,Primitivo,79,NA,750,105.33,1999-11-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Apulien,Italien,Fusione,Vinunic AB,2012,2012,13.5%,FS,0,0,Primitivo,6,6,9,fruktig.skogsbar.lakrits.kryddor.vanilj,fruktig.skogsbar.lavendel.lakrits.vanilj
230908,574728,2309,Allegrini,,265,NA,3000,88.33,2011-04-20,NA,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,Venetien,Italien,Allegrini,The WineAgency Sweden AB,2013,2013,13.5%,FS,0,0,"Corvina, veronese, rondinella och molinara.",8,8,9,kryddig.fruktig.fat.morka korsbar.pinjenotter.skogsbar.kakao,kryddig.fruktig.fat.morka korsbar.orter.skogsbar.choklad
231001,1636,2310,Ruffino,Chianti,79,NA,750,105.33,1955-09-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,"Toscana, Chianti",Italien,Ruffino,Philipson Soderberg AB,2013,2013,12.5%,FS,0,0,Sangiovese.,5,6,9,barig.korsbar.hallon.orter,barig.korsbar.hallon.lakrits.orter
231002,1637,2310,Ruffino,Chianti,45,NA,375,120,1955-10-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,"Toscana, Chianti",Italien,Ruffino,Philipson Soderberg AB,2013,2013,13%,FS,0,0,Sangiovese.,5,6,9,barig.korsbar.hallon.orter,barig.korsbar.hallon.lakrits.orter
231508,263803,2315,Raccolto,Nero d'Avola Cabernet Sauvignon Appassimento,239,NA,3000,79.67,2007-06-11,NA,"Rott vin, Fruktigt & Smakrikt",Box,Tryckknapp front,Sicilien,Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,13.5%,FS,1,0,Nero d'avola och cabernet sauvignon.,7,7,9,mycket fruktig.aningen brandfat.svarta vinbar.korsbar.viol.lakrits,mycket fruktig.aningen brand.ensvarta vinbar.korsbar.lakrits.vanilj
231601,712833,2316,Montefalco Rosso,Antonelli,127,NA,750,169.33,2013-03-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Umbrien, Montefalco",Italien,Antonelli San Marco,Fondberg,2011,2011,14%,FS,0,0,"70% sangiovese, 15% sagrantino och 15% merlot.",9,10,9,nyanserad.kryddig.fatkaraktar.morka korsbar.plommon.timjan.lavendel.kakao,nyanserad.kryddig.fatkaraktar.morka korsbar.plommon.timjan.lavendel.choklad
231701,806487,2317,Ch�teauneuf-du-Pape,Domaine des Chanssaud,249,NA,750,332,2014-03-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne, Ch�teauneuf-du-Pape",Frankrike,Domaine des Chanssaud,Concealed Wines AB,2011,2011,14.5%,FS,0,0,"86% grenache, 8% syrah, 5% mourv�dre och 1% cinsault.",10,9,10,nyanserad.kryddig.fat.hallon.sandeltra.korsbar.kanel.bjornbar.vitpeppar,nyanserad.kryddig.fat.korinter.hallon.sandeltra.korsbar.kanel.mynta
232201,235878,2322,il Conte,Montepulciano d'Abruzzo,69,NA,750,92,2007-04-02,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,12.5%,FS,1,0,Montepulciano.,6,6,9,fruktig.fat.korsbar.hallon.lavendel.vanilj,fruktig.fat.morka bar.lavendel.vanilj
232202,251570,2322,il Conte,Montepulciano d'Abruzzo,38,NA,375,101.33,2007-04-02,NA,"Rott vin, Mjukt & Barigt",Flaska,Plastkork/syntetkork,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Nordic Sea Winery,Oenoforos AB,2013,2013,13.5%,FS,1,0,Montepulciano.,6,6,9,fruktig.fat.korsbar.hallon.lavendel.vanilj,fruktig.fat.morka bar.lavendel.vanilj
232404,543435,2324,Sonovino,Primitivo,24,NA,250,96,2011-04-01,NA,"Rott vin, Mjukt & Barigt",Papp,,Apulien,Italien,MGM Mondo del Vino,Mondo Wine Sweden AB,2012,2012,13.5%,FS,0,0,90% primitivo och 10% negroamaro.,6,6,9,barig.skogsbar.lakrits.orter,barig..skogsbar.lakrits.orter
232501,543498,2325,Bolgarello,Rosso Sangiovese,79,NA,750,105.33,2011-04-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Toscana,Italien,Poggio al Tesoro,The WineAgency Sweden AB,2012,2012,13.5%,FS,0,0,85% sangiovese och 15% syrah.,8,8,9,kryddig.fruktig.fat.morka korsbar.bbjornbar.orter.kakao.lakrits,kryddig.fruktig.fat.morka korsbar.bjornbar.choklad.lakrits
232601,728854,2326,Epicuro,Zinfandel,89,NA,750,118.67,2013-01-16,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Apulien,Italien,Femar Vini,Domaine Wines Sweden AB,2012,2012,14%,FS,0,0,Zinfandel.,9,8,9,mycket fruktig.fatkaraktar.morka bar.plommonkompott.lakrits.vanilj,mycket fruktig.rostad fatkaraktar.morka bar.kaffe.choklad.vanilj
233501,735661,2335,Il Falcone,Riserva,119,NA,750,158.67,2013-12-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Apulien, Castel del Monte",Italien,Rivera,Moestue Grape Selections AB,2008,2008,13.5%,FS,0,0,70% nero di troia och 30% montepulciano.,9,9,9,nyanserad.stram.fatkaraktar.korsbar.roda vinbar.timjan.kanel,nyanserad.fatkaraktar.korsbar.svarta vinbar.timjan.choklad.lavendel
233701,7885,2337,Montepulciano d'Abruzzo,,59,NA,750,78.67,1995-06-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Umani Ronchi,Enjoy Wine & Spirits AB,2013,2013,13%,FS,0,0,Montepulciano.,5,5,9,barig.skogsbar.lakrits.hallon,barig.skogsbar.lakrits.orter
233901,735670,2339,Moncaro,Sangiovese,69,NA,750,92,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Abruzzerna, Terre di Chieti",Italien,Moncaro,Selezione Barbro Guaccero,2012,2012,13%,FS,0,0,85% sangiovese och 15% montepulciano.,7,7,9,fruktig.nagot kryddig.fat.morka korsbar.mjolkchoklad.orter,fruktig.nagot kryddig.fat.morka korsbar.choklad.orter
234101,16651,2341,Vivati,Zinfandel,79,NA,750,105.33,1998-12-07,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Apulien,Italien,Arvid Nordquist HAB,Arvid Nordquist Vin och Sprithandel,2013,2013,14%,FS,0,0,Primitivo.,8,7,9,mycket fruktig.fat.morka korsbar.russin.muskot.vanilj,mycket fruktig.fat.morka korsbar.russin.muskot.vanilj
234301,735456,2343,Cimerio del Parco,Riserva,140,NA,750,186.67,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Marche, Rosso Conero",Italien,Moncaro Terre Cortesi,Selezione Barbro Guaccero,2010,2010,13.5%,FS,0,0,Montepulciano.,8,8,9,nyanserad.fruktig.tydlig rostad fatkaraktar.korsbar.choklad.mynta.notter,nyanserad.fruktig.tydlig rostad fatkaraktar.plommon.kaffe.mynta.vanilj
234401,15469,2344,Fantini,Farnese Sangiovese,69,NA,750,92,1998-11-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Abruzzerna, Terre di Chieti",Italien,Farnese,WineWorld AB,2013,2013,12.5%,FS,1,0,Sangiovese.,7,6,9,mycket fruktig.morka korsbar.orter.plommon.sotlakrits,fruktig.morka korsbar.sotlakrits.orter
234501,16864,2345,Masi,Amarone Costasera,285,NA,750,380,1999-02-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella",Italien,Masi,Philipson Soderberg AB,2010,2010,15%,FS,0,0,"70% corvina, 25% rondinella och 5% molinara.",inte testat,inte testat,inte testat,inte testat,inte testat
234506,33862,2345,Masi,Amarone Costasera,599,NA,1500,399.33,2002-03-04,NA,"Rott vin, Kryddigt & Mustigt",Magnum,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella",Italien,Masi,Philipson Soderberg AB,2010,2010,15%,FS,0,0,"Corvina, rondinella, molinara",inte testat,inte testat,inte testat,inte testat,inte testat
234601,631615,2346,Dragani,Sangiovese,75,NA,750,100,2012-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Abruzzerna, Terre di Chieti",Italien,Cantine Dragani,Giertz Vinimport AB,2012,2012,12.5%,FS,0,0,Sangiovese.,8,7,9,mycket fruktig.rostad fatkaraktar.morka korsbar.mjolkchoklad.orter.vanilj,mycket fruktig.rostad fatkaraktar.morka korsbar.salvia.mjolkchoklad
234808,719625,2348,Tommolo,,199,NA,3000,66.33,2013-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Box,Vingtapp,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Chiusa Grande,Concealed Wines AB,2013,2013,13%,FS,1,0,Montepulciano.,6,7,9,barig.fat.blabar.korsbar.choklad.vanilj,barig.fat.morka bar.orter.choklad
235201,584259,2352,Soprasasso,Amarone Della Valpolicella,159,NA,750,212,2011-05-23,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella",Italien,MGM Mondo del Vino,Mondo Wine Sweden AB,2011,2011,15%,FS,0,0,Corvina samt ovriga druvsorter.,9,9,10,kryddig.fat.korsbar.korinter.enetra.lakrits,kryddig.fat.morka korsbar.korinter.plommon.lakrits.orter
235308,645586,2353,Il Barone,Rosso,149,NA,3000,49.67,2012-02-06,NA,"Rott vin, Mjukt & Barigt",Box,Tryckknapp topp,,Italien,ViniMundi,The Wine Team,2013,2013,12%,FS,0,0,Huvudsakligen sangiovese samt ovriga druvsorter.,5,5,9,barig.nagot syltig.fat.blabar.vanilj,barig.nagot syltig.fat.skogsbar.smorkola
235501,235888,2355,Valle Reale,Montepulciano d'Abruzzo,99,NA,750,132,2007-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Valle Reale,The WineAgency Sweden AB,2010,2010,13.5%,FS,1,0,Montepulciano.,8,8,10,kryddig.fruktig.fatkaraktar.morka korsbar.salvia.kakao,kryddig.fruktig.fatkaraktar.morka korsbar.salvia.choklad
235708,664108,2357,Palazzo,Mio Rosso,154,NA,3000,51.33,2012-05-04,NA,"Rott vin, Kryddigt & Mustigt",Box,Vingtapp,,Italien,Nordic Sea Winery,Oenoforos AB,NA,NA,12.5%,FS,0,0,"Primitivo, negro amaro, sangiovese och montepulciano.",7,7,9,kryddig.fruktig.fat.morka korsbar.blabar.orter.vanilj,kryddig fruktig.fat.morka bar.russin.choklad.vanilj
235801,560656,2358,Pasqua Amarone della Valpolicella,,189,NA,750,252,2011-02-03,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella",Italien,Pasqua,Enjoy Wine & Spirits AB,2010,2010,15%,FS,0,0,"Corvina, rondinella, corvinone och negrara.",9,8,9,kryddig.fat.torkade korsbar.russin.viol.lakrits.mjolkchoklad,kryddig.fat.torkad frukt.viol.lakrits.salvia.mjolkchoklad
236001,786122,2360,The Big Zin,Zinfandel Old Vines,75,NA,750,100,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Apulien,Italien,ViniMundi,The Wine Team,2012,NA,13.5%,FSB,0,0,Zinfandel.,8,7,9,generost fruktig.liten sotma.fat.viol.drottningsylt.bjornbar.vanilj,generost fruktig.fat.viol.drottningsylt.bjornbar.vanilj
236008,673390,2360,The Big Zin,Zinfandel Old Wines,199,NA,3000,66.33,2012-06-19,NA,"Rott vin, Fruktigt & Smakrikt",Box,Tryckknapp topp,Apulien,Italien,ViniMundi,The Wine Team,2013,2013,13.5%,FS,0,0,Zinfandel.,8,7,9,generost fruktig.liten sotma.fat.viol.drottningsylt.bjornbar.vanilj,generost fruktig.fat.viol.drottningsylt.bjornbar.vanilj
236701,215626,2367,Farnese,Colline Teramane,99,NA,750,132,2006-10-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Abruzzerna, Montepulciano d'Abruzzo Colline Teramane",Italien,Farnese,WineWorld AB,2009,2009,13.5%,FS,0,0,Montepulciano.,10,8,9,generost fruktig.fatkaraktar.morka korsbar.plommon.viol.kaffe.kokos,generost fruktig.fatkaraktar.morka korsbar.plommon.viol.kokos
236901,325466,2369,Caf� Culture,Coffe Mocha Pinotage,79,NA,750,105.33,2008-04-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Western Cape,Sydafrika,KWV,Arvid Nordquist Vin och Sprithandel,2013,2013,14%,FS,0,0,Pinotage.,8,7,9,rikt vin.pataglig karaktar av rostade ekfat.kaffekaramell.skogsbar.choklad,stor.pataglig karaktar av rostade ekfat.kaffe.morka bar.chokladpraliner
237301,16862,2373,Terreno,Chianti Classico,99,NA,750,132,1999-01-04,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Terreno,Storia Wine AB,2011,2011,13.5%,FS,0,0,"Sangiovese 90%, canaiolo 10%",8,8,9,fruktig.fatkaraktar.korsbar.svart vinbar.kakao.vanilj.orter,fruktig.fatkaraktar.morka korsbar.choklad.vanilj.basilika
237701,760210,2377,Cesarini Sforza,Teroldego Rotaliano,79,NA,750,105.33,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Trentino-Alto Adige, Teroldego Rotaliano",Italien,Cesarini Sforza Spumanti SpA,Chris-Wine AB,2012,2012,13%,FS,0,0,Teroldego.,7,7,9,fruktig.nyanserad.fat.bjornbar.morka korsbar.choklad.blabar.orter,fruktig.nyanserad.fat.bjornbar.morka korsbar.choklad.orter
237801,856607,2378,Don Jacobo,Gran Reserva,229,NA,750,305.33,2014-09-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Corral,Arvid Nordquist Vin och Sprithandel,1998,1998,13.5%,FSN,0,0,"Tempranillo, garnacha, mazuelo och graciano.",8,8,9,mogen.ursprungstypisk.fatkaraktar.dill.russin.choklad.torkade korsbar.kryddor,mogen.ursprungstypisk.fatkaraktar.dill.russin.choklad.torkade korsbar.kryddor
237901,675847,2379,Zeni Bardolino Superiore,Classico,99,NA,750,132,2012-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Venetien, Bardolino, Bardolino Classico",Italien,Zeni,Handpicked Wines Sweden AB,2012,2012,13.5%,FS,0,0,"50% corvina, 30% rondinella, 10% corvinone och 10% molinara.",7,7,9,fruktig.fatkaraktar.morka korsbar.orter.lakrits.vanilj.kryddor,fruktig.fatkaraktar.morka korsbar.orter skogshallon.lakrits.vanilj
238001,760231,2380,Le Bertille,Rosso di Montepulciano,102,NA,750,136,2013-09-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Plastkork/syntetkork,"Toscana, Rosso di Montepulciano",Italien,Le Bertille,Vinlusen AB,2012,2012,13.5%,FS,0,0,"Sangiovese, colorino, mammolo och ciliegiolo.",7,8,9,kryddig.fatkaraktar.korsbar.hallon.kanel.nypon.orter.kakao,kryddig.fatkaraktar.korsbar.hallon.kanel.choklad.orter
238401,737780,2384,Lupi Reali,,69,NA,750,92,2013-04-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Abruzzerna, Montepulciano d'Abruzzo",Italien,Enoitalia,The WineAgency Sweden AB,2013,2013,12.5%,FS,1,0,Montepulciano.,7,6,9,kryddig.fruktig.fat.morka bar.vanilj.kryddpeppar,kryddig.fruktig.fat.morka korsbar.blabar.vanilj.kryddpeppar
238601,21955,2386,Masi,Modello delle Venezie,79,NA,750,105.33,2000-04-03,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Venetien, Delle Venezie",Italien,Masi,Philipson Soderberg AB,2012,2012,12%,FS,0,0,Refosco och raboso samt ovriga druvsorter.,5,5,9,barig.korsbar.vanilj.gras.lakrits,barig.korsbar.lakrits.vanilj
238608,536753,2386,Masi,Modello delle Venezie,255,NA,3000,85,2010-11-01,NA,"Rott vin, Mjukt & Barigt",Box,Vingtapp,"Venetien, Delle Venezie",Italien,Masi,Philipson Soderberg AB,2012,2012,12%,FS,0,0,Refosco och raboso samt ovriga druvsorter.,5,5,9,barig.korsbar.vanilj.gras.lakrits,barig.korsbar.lakrits.vanilj
238801,712033,2388,Zenato,Veneto Rosso Parziale Appasimento,103,NA,750,137.33,2012-11-23,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Venetien,Italien,Zenato,Hjo Grosshandel AB,2012,2012,13.5%,FSB,0,0,,7,7,NA,kryddig.fat.korsbar.plommon.kanel.vanilj,kryddig.fat.korsbar.svarta vinbar.salvia.ingefara
238908,823006,2389,Org de Rac,Shiraz Cabernet Sauvignon Merlot,219,NA,3000,73,2014-06-02,NA,"Rott vin, Fruktigt & Smakrikt",Box,Tryckknapp topp,Western Cape,Sydafrika,Org de Rac,Vinia Sweden AB,2013,2013,14%,FS,1,0,"Shiraz, cabernet sauvignon och merlot.",8,8,9,mycket fruktig.fatkaraktar.svarta vinbar.bjornbar.choklad.kaffe.orter,mycket fruktig.fatkaraktar.svarta vinbar.bjornbar.choklad.orter
239301,300131,2393,Musella,Valpolicella Superiore,99,NA,750,132,2008-04-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Venetien, Valpolicella",Italien,Musella,Enjoy Wine & Spirits AB,2012,2012,13%,FS,0,0,"70% corvina och corvinone, 20% rondinella och 10% barbera.",7,7,10,nyanserad.kryddig.fatkaraktar.korsbar.salvia.roda vinbar.kanel.vanilj,nyanserad.kryddig.fatkaraktar.korsbar.salvia.vanilj.kanel
239701,676268,2397,Vigna Pedale,Riserva,119,NA,750,158.67,2012-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Apulien, Castel del Monte",Italien,Torrevento,Enoterra AB,2009,2009,13%,FS,0,0,Nero di troia.,9,9,9,nyanserad.kryddig.nagot fruktig.fatkaraktar.bjornbar.korsbar.kanel.tobak,nyanserad.kryddig.nagot fruktig.fatkaraktar.bjornbar.korsbar.tobak.sandeltra
239801,676892,2398,Barolo Albe,G.D. Vajra,204,NA,750,272,2012-10-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Barolo",Italien,G.D. Vajra,Moestue Grape Selections AB,2009,2009,14.5%,FS,0,0,Nebbiolo.,9,10,10,stram.balanserad.fatkaraktar.morka korsbar.rosor.tobak.nypon.kakao.pomerans,kryddig.nyanserad.fatkaraktar.torkad frukt.korsbar.rosor.nypon.choklad
240201,812457,2402,Ch�teau Plince,,299,NA,750,398.67,2014-03-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Pomerol",Frankrike,,Hjo Grosshandel AB,2011,2011,13%,FS,0,0,"Egendomen ar planterad med 72% merlot, 23% cabernet franc och 5% cabernet sauvignon.",10,10,10,komplex.fatkaraktar.plommon.svarta vinbar.choklad.kaffe.ceder.orter,komplex.fatkaraktar.plommon.svarta vinbar.choklad.kaffe.ceder.orter
240601,759276,2406,Notre Dame de Cousignac,Ventoux,72,NA,750,96,2013-09-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Rhonedalen, Ventoux",Frankrike,Notre Dame de Cousignac,Spendrups Bryggeri AB,2013,2013,13.5%,FS,1,0,70% grenache och 30% syrah.,7,7,9,ungdomlig.fruktig.hallon.morka korsbar.viol.peppar.orter,mycket fruktig.morka korsbar.hallon.viol.timjan
240701,871165,2407,Givry Premier Cru Clos Charl�,Domaine Mouton,199,NA,750,265.33,2014-12-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Bourgogne, C�te Chalonnaise, Givry",Frankrike,Domaine Mouton,Concealed Wines AB,2012,2012,13.5%,FSN,0,0,Pinot noir.,6,6,10,nyanserad.kryddig.fatkaraktar.korsbar.choklad.hallon.sandeltra.orter,nyanserad.kryddig.fatkaraktar.korsbar.choklad.jordgubbar.sandeltra.orter
240901,871182,2409,Ch�teau Moulin Caresse,,89,NA,750,118.67,2014-12-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Frankrike sydvast, Bergerac",Frankrike,Ch�teau Moulin Caresse,People Wine AB,2011,2011,13.5%,FSN,0,0,"Merlot, cabernet franc, cabernet sauvignon och malbec.",8,9,9,nyanserad.fatkaraktar.svarta vinbar.korsbar.mork choklad.orter.kaffe.ceder,nyanserad.fatkaraktar.svarta vinbar.korsbar.mork choklad.orter.peppar.ceder
241901,1731,2419,Serego Alighieri Vaio Armaron,Amarone,395,NA,750,526.67,1994-02-14,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella",Italien,Masi,Philipson Soderberg AB,2007,2007,15.5%,FS,0,0,"Corvina 60%, rondinella 20%, molinara 15%, dindarella 5%",10,10,10,kryddigt.rikt.utvecklat vin.fatkaraktar.torkade korsbar.plommon.tobak.russin.kakao.fikon,kryddig.utvecklad.nyanserad.fatkaraktar.torkade korsbar.tobak.russin.mork choklad.fikon
243101,864416,2431,Lourensford Reserve,Cabernet Sauvignon Merlot,129,NA,750,172,2014-12-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Lourensford,Modern Wines Sweden AB,2013,2013,14%,FSN,0,0,"50% cabernet sauvignon, 36% merlot och 14% shiraz.",10,10,10,nyanserad.fruktig.rostad fatkaraktar.svarta vinbar.kaffe.tobak.mork choklad.lakrits,nyanserad.fruktig.rostad fatkaraktar.plommon.svarta vinbar.kaffe.lakrits
243901,759354,2439,Langhe A Mont,Nebbiolo,169,NA,750,225.33,2013-09-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Langhe",Italien,Paolo Conterno,Gullberg by Stockwine AB,2012,2012,14%,FS,0,0,Nebbiolo.,8,9,9,nyanserad.kryddig.fatkaraktar.torkade korsbar.nypon.viol.ceder.pomerans.kakao,nyanserad.kryddig.fatkaraktar.mogna jordgubbar.nypon.lavendel.vanilj
244001,675019,2440,Le Verdier,,89,NA,750,118.67,2012-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Rhonedalen, C�tes du Rh�ne, C�tes-du-Rh�ne-Villages, C�tes-du-Rh�ne-Villages Cairanne",Frankrike,Providential Wines & Spirits AB,Providential Wines & Spirits AB,2012,2012,14%,FS,0,0,"50% grenache, 30% syrah, 10% cinsault och 10% mourv�dre.",8,7,9,kryddig.fat.blabar.orter.hallon.peppar,kryddig.fat.blabar.lavendel.peppar.lakrits
246901,807497,2469,Les Pious,C�tes du Rh�ne,89,1,750,118.67,2014-03-01,NA,"Rott vin, Fruktigt & Smakrikt",PET-flaska,Skruvkapsyl,"Rhonedalen, C�tes du Rh�ne",Frankrike,REMI POUIZIN,Vinia Sweden AB,2012,2012,13.5%,FS,1,0,Grenache och syrah.,8,8,9,fruktig.bjornbar.morka korsbar.viol.peppar.lagerblad.lakrits,fruktig.bjornbar.morka korsbar.viol.kryddor.lakrits
247901,812454,2479,Ch�teau L'Ermitage,,121,NA,750,161.33,2014-03-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Bordeaux, Haut-M�doc, Listrac-M�doc",Frankrike,Vignobles Thomas,Pernod Ricard Sweden AB,2011,2011,13.5%,FS,0,0,"50% merlot, 40% cabernet sauvignon och 10% petit verdot.",9,10,9,nyanserad.rostade fatkaraktar.svarta vinbar.kakao.plommon.tobak.ceder,nyanserad.fatkaraktar.svarta vinbar.mork choklad.plommon.tobak.ceder
250501,738132,2505,Aventino,200 Barrels,159,NA,750,212,2013-06-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Ribera del Duero,Spanien,Vinnico Export,Enjoy Wine & Spirits AB,2010,2010,14.5%,FS,0,0,Tinto fino (tempranillo).,10,9,9,nyanserad.fruktig.stram.rostad fatkaraktar.morka bar.kakao.vanilj.tobak,nyanserad.rostad fatkaraktar.bjornbar.choklad.morka korsbar.tobak.lagerblad
251801,34443,2518,Hermon,Mount Hermon Red,116,NA,750,154.67,2002-03-04,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Golanhojderna,ovriga ursprung,Golan Heights Winery,Amka Vinimport AB,2013,2013,14%,FSB,0,1,"Cabernet sauvignon, merlot, cabernet franc, malbec och petit verdot.",8,8,9,kryddig.fat.russin.kanel.morka bar.sotlakrits,kryddig.utvecklad.fat.russin.kanel.morka bar.lakrits.vanilj
252001,840033,2520,Ch�teau Leret Monpezat,,149,NA,750,198.67,2014-06-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Frankrike sydvast, Cahors",Frankrike,Jean-Baptiste de Monpezat,Stragas-Gruppen AB,2011,2011,14.5%,FS,0,0,90% malbec och 10% merlot.,10,9,9,nyanserad.fatkaraktar.bjornbar.viol.svarta oliver.blabar.choklad.kaffe,nyanserad.fatkaraktar.bjornbar.viol.svarta oliver.blabar.lakrits.kaffe
